"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"2939288","2017-11-03 07:06:13","1702903","3.0500","126","78","B","5","<p>Steve Ruggling, 47 year old male, presents with tingling in the 4th and 5th fingers of his left hand. Upon physical&nbsp;examination there is a loss of muscle mass of the hypothenar eminence of his left hand.</p><p>&nbsp;</p><p><img src=""../images/view.php?file=245708"" alt=""Hypothenar wasting"" /></p><p><br />Which of the following movements would you expect to be most weakened in this patient?</p>","<p>Abduction of the thumb</p>","<p>Adduction of the thumb</p>","<p>Extension of the little finger</p>","<p>Flexion of the index finger</p>","<p>Opposition of the thumb</p>","<p>This is an extremely difficult question!&nbsp;</p><p>&nbsp;</p><p>The clinical signs are indicative of ulnar neuropathy; the little finger (5th) and the medial half of the ring finger (4th) are provided with sensory innervation by the ulnar nerve.</p><p>&nbsp;</p><p>a) Abduction of the thumb (abductor pollicis longus and abductor pollucis brevis) is via the radial nerve and median nerve respectively.</p><p>b) This is the correct answer as the muscle responsible for adduction of the thumb (adductor pollicis) is supplied by the ulnar nerve, therefore in ulnar neuropathy, this muscle would be weakened.</p><p>c) Extension of the little finger (extensor digiti minimi) is via the radial nerve.</p><p>d) Flexion of the index finger (flexor digitorum superficialis and flexor digitorum profundus) is via the median nerve (N.B. the medial half of flexor digitorum profundus is supplied by the ulnar nerve, however this part of the muscle flexes the 4th and 5th digits so flexion of the index finger is likely to be unaffected).</p><p>e) Opposition of the thumb (opponens pollicis) is via the median nerve.</p><p>&nbsp;</p><p>The loss of muscle mass in the hypothenar eminence would be caused by the wasting of the three hypothenar muscles (opponens digiti minimi, flexor digiti minimi brevis and abductor digiti minimi), as these are supplied by the ulnar nerve.</p>","Anatomy PCS Unit 1, Anatomy of the upper limb"
"2942151","2017-11-04 09:18:42","1701514","3.0100","122","76","E","5","<p>Tim Jones visited his GP saying that he had pain in the bony bump of his elbow which also extended along the forearm. He also said his elbow felt very stiff and so was difficult to bend. The GP examined Tim and gave him a diagnosis of Golfer's elbow. Which part of the upper limb is causing Tim this pain?</p>","<p>Capitulum</p>","<p>Trochlea</p>","<p>Lateral epicondyle</p>","<p>Olecranon</p>","<p>Medial epicondyle</p>","<p>Golfer's elbow or medial epicondylitis causes pain and inflammation in the tendons that connect the forearm to the elbow; causing pain mainly at the bony bump of the elbow. Golfer's elbow often occurs when superficial muscles of the anterior forearm (Flexor carpi ulnaris/radialis, Palmaris longus and Pronator teres) are overused. This often occurs in people who play Golf often (hence the name Golfer's elbow).&nbsp;</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Anatomy- Upper limb, Upper limb anatomy"
"2943034","2017-11-05 00:37:24","1701298","2.6400","105","74","E","5","<p>Dave is suffering from a tension pneumothorax which needs to be alleviated via needle decompression. Which of the following does not comprise a part of the parietal pleura of the lungs?</p>","<p>Cervical</p>","<p>Costal</p>","<p>Diaphragmatic</p>","<p>Mediastinal</p>","<p>Vertebral</p>","<p>Costal part- covers the internal surfaces of the thoracic wall (sternum, ribs, costal cartilages, intercostal muscles and side of the thoracic vertebrae)</p><p>Mediastinal part- covers the lateral aspects of the mediastinum&nbsp;</p><p>Diaphragmatic part- covers the superior surface of the diaphragm on each side of the mediastinum&nbsp;</p><p>Cervical part- extends through the superior thoracic aperture into the root of the neck, 2-3 cm superior to the medial third of the clavicle and to the level of the neck of the 1st rib.</p>","Thorax, PCS 2 - Anatomy"
"2943057","2017-11-05 00:58:55","1701298","2.7900","92","63","A","5","<p>During an investigative procedure, Mrs. Wilson's thoracic duct is severed accidentally. This is easily done due to the thin walled and colourless nature of the duct. What might the damage to the duct lead to?</p>","<p>Chylothorax</p>","<p>Hemothorax</p>","<p>Hydrothorax&nbsp;</p>","<p>Pleural effusion</p>","<p>Pyrothorax&nbsp;</p>","<p>Chylothorax is the leakage of lymph into the pleural cavity, the thoracic duct is a lymphatic vessel.</p><p>Hemothorax is the leakage of blood into the cavity.&nbsp;</p><p>Hydrothorax is the accumulation of serous fluid.</p><p>Pleural effusion refers to the accumulation of fluid in general in the pleural cavity.&nbsp;</p><p>Pyrothorax is the accumulation of pus in the cavity.&nbsp;</p><p>&nbsp;</p>","Thorax"
"2943069","2017-11-05 01:08:50","1701438","2.7200","102","68","E","5","<p>Lipoproteins are involved in atherosclerosis. There are five principal types of lipoproteins. Which one of the following is not an example of a principal type of lipoprotein?</p>","<p>Chylomicrons</p>","<p>Very Low Density Lipoprotein</p>","<p>Low Density Lipoprotein</p>","<p>High Density Lipoprotein</p>","<p>Very High Density Lipoprotein</p>","<p>According to the plenary on Haemostasis, the five principle types of lipoproteins are Chylomicrons, Very Low Density Lipoprotein, Low Density Lipoprotein, Intermediate Density Lipoprotein, and High Density Lipoprotein.</p>","Haemostasis"
"2943070","2017-11-05 01:10:02","1701298","3.1000","123","77","C","5","<p>Beth is experiencing atrial fibrillation. Which of the following divides the rough walled part of the interior of the right atrium from the smooth part?</p>","<p>Chordae tendinae</p>","<p>Conus arteriosus</p>","<p>Crista terminalis&nbsp;</p>","<p>Fossa ovalis</p>","<p>Septomarginal trabecula</p>","<p>Chordae tendinae are the fine strands which connect the apices of the papillary muscles to the AV valves.</p><p>Conus arteriosus is the funnel-shaped upper part of the right ventricle which allows smooth, unimpeded blood flow.</p><p>Fossa ovalis is a thumb sized depression in the interarterial septum which is the remnant of the closed foetal foramen ovale.</p><p>Septomarginal trabecula (AKA the moderator band) is found in the right ventricle and forms a bridge from the septal wall of the ventricle to the anterior wall.&nbsp;</p>","Thorax, PCS 2 - Anatomy"
"2943080","2017-11-05 01:18:39","1702904","3.0900","139","86","B","5","<p>Mrs Jones has little sensation in the lateral three and a half digits of her hand. She also experiences little co-ordination and strength in the thumb. What nerve must have been compressed?</p>","<p>Axillary&nbsp;</p>","<p>Median&nbsp;</p>","<p>Musculocutaneous&nbsp;</p>","<p>Radial</p>","<p>Ulnar</p>","<p>Compression of the median nerve within the carpal tunnel can cause carpal tunnel syndrome (CTS). It is the most common mononeuropathy and can be caused by thickened ligaments and tendon sheaths. Its aetiology is, however, most often idiopathic. If left untreated, CTS can cause weakness and atrophy of the thenar muscles.<br />Clinical features include numbness, tingling and pain in the distribution of the median nerve. The pain will usually radiate to the forearm. Symptoms are often associated with waking the patient from their sleep and being worse in the mornings.<br />Tests for CTS can be performed during physical examination:<br />Tapping the nerve in the carpal tunnel to elicit pain in median nerve distribution (Tinel&rsquo;s Sign)<br />Holding the wrist in flexion for 60 seconds to elicit numbness/pain in median nerve distribution (Phalen&rsquo;s manoeuvre)<br />Treatment involves the use of a splint, holding the wrist in dorsiflexion overnight to relieve symptoms. If this is unsuccessful, corticosteroid injections into the carpal tunnel can be used. In severe case, surgical decompression of the carpal tunnel may be required.</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Anatomy- Upper limb, PCS 1 anatomy of upper limb"
"2943086","2017-11-05 01:22:46","1701298","2.7300","99","79","A","5","<p>Mel has just found out that she is pregnant. Which vitamin of the following must she now be careful to not have too much of?</p><p>&nbsp;</p>","<p>A</p>","<p>B1</p>","<p>B2</p>","<p>B3</p>","<p>B6</p>","<p>High doses can cause harm to the baby. This is why pregnant women are told to avoid liver, as it contains a lot of Vitamin A (AKA retinol)&nbsp;</p>","PCS 2"
"2943088","2017-11-05 01:25:01","1702904","2.7900","102","66","C","5","<p>Jack has fallen onto the shoulder as a result of an accident. He has fractured his clavicle and on examination it is seen that his upper limb is in the 'waiters tip' position. What nerve has been damaged?</p>","<p>Axillary</p>","<p>Spinal accessory</p>","<p>Suprascapular</p>","<p>Subscapular</p>","<p>Thoracodorsal</p>","<p>A function of the clavicle is to transmit forces from the upper limb to the axial skeleton. Thus, the clavicle is the most commonly fractured bone in the body. Fractures commonly result from a fall onto the shoulder, or onto an outstretched hand.<br />The most common point of fracture is the junction of the medial 2/3 and lateral 1/3. After fracture, the lateral end of the clavicle is displaced inferiorly by the weight of the arm, and medially, by the pectoralis major. The medial end is pulled superiorly, by the sternocleidomastoid muscle.<br />The suprascapular nerves (medial, intermedial and lateral) may be damaged by the upwards movement of the medial part of the fracture. These nerves innervate the lateral rotators of the upper limb at the shoulder &ndash; so damage results in unopposed medial rotation of the upper limb &ndash; the &lsquo;waiters tip&rsquo; position</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Upper Limb, Anatomy- Upper limb"
"2943104","2017-11-05 01:43:22","1701438","3.2000","128","81","C","5","<p>A patient presents with a haemostatic problem. Several tests can be done to assess haemostasis. The test that was carried out was the Activated Partial Thromboplastin Time (APTT) test. For the patient, there was prolongation of the test time of APTT. This indicates a problem in clot formation in which one of the following stages? Choose the Single Best Answer.</p>","<p>In Primary Haemostasis</p>","<p>In Secondary Haemostasis</p>","<p>In the intrinsic pathway of the classical model</p>","<p>In the extrinsic pathway of the classical model</p>","<p>In the initiation phase of the cell-based model</p>","<p>Blood clot formation has two stages: primary haemostasis (the formation of a soft clot) and secondary haemostasis (the formation of fibrin polymers which will reinforce and stabilise the soft clot).&nbsp;Secondary haemostasis is explained via two models: the classical model and the cell-based model. The classical model has two pathways while the cell-based model has three phases.</p><p>&nbsp;</p><p>APTT, or Activated Partial Thromboplastin Time, is a test which measures the total activity of the intrinsic pathway of the classical model (i.e. the propagation phase of the cell-based model). Prolongation of this test time indicates a problem in the intrinsic pathway; hence, option C is correct.</p><p>&nbsp;</p><p>For your information, PT, or Prothrombin Time, is a test which measures the total activity of the extrinsic pathway of the classical model (i.e. the initiation phase of the cell-based model). Prolongation of this test time indicates a problem in the extrinsic pathway.</p>","Haemostasis"
"2943192","2017-11-05 03:27:07","1703487","3.1300","136","84","B","5","<p>Mr Richards has a condition known as haemophilia which means that his blood is not able to clot very well. The process that stops bleeding in the body is called haemostasis. During secondary haemostasis, which two clotting factors form a complex which activates factor II?&nbsp;</p>","<p>Factor V and factor IX</p>","<p>Factor V&nbsp;and factor X</p>","<p>Factor VIII&nbsp;and factor X</p>","<p>Factor IX&nbsp;and factor X</p>","<p>Factor IX&nbsp;and factor XII</p>","<p>In the common pathway of secondary haemostasis, factors V and X combine to form a complex which activates factor II. Factor IIa may then convert fibrin into fibrinogen.&nbsp;</p>","Haemostasis, PCS 2"
"2943622","2017-11-05 10:33:05","1701438","3.2600","135","104","D","5","<p>A patient has been recommended to carry out exercise so that they are able to control their weight gain. The doctor suggested that they walk for two hours each day. The patient is adamant to control their weight gain, and so decides to walk at a steady pace of 1.34 m/s for three hours each day.</p><p>&nbsp;</p><p>Given that 1 m/s (metres per second) = 2.24 mph (miles per hour) and that the patient burns 80 calories per mile, how many calories does the patient burn each day by walking?</p>","<p>420 calories</p>","<p>240 calories</p>","<p>320 calories</p>","<p>720 calories</p>","<p>480 calories</p>","<p>1 metre per second = 2.24 miles per hour</p><p>(1 x 1.34) metres per second = (2.24 x 1.34) miles per hour</p><p>1.34 metres per second = 3.00 miles per hour</p><p>&nbsp;</p><p>The person decides to walk for three hours each day (and not two hours each day as recommended by the doctor!), meaning they walk (3 x 3 =) 9 miles each day</p><p>Since walking each mile will burn 80 calories, walking 9 miles each day will burn (9 x 80 =) 720 calories each day</p>","Medical Calculations"
"2943652","2017-11-05 10:57:37","1702904","3.1600","134","87","B","5","<p>Jane has fallen on a flexed elbow. She has a supraepicondylar fracture which has resulted in uncontrolled flexion of the hand as the flexor muscles have become fibrotic and short(Volkmann's ischaemic contracture). Which artery has been damaged?</p>","<p>Axillary</p>","<p>Brachial</p>","<p>Median</p>","<p>Radial</p>","<p>Ulnar</p>","<p>A supraepicondylar fracture occurs by falling on a flexed elbow. It is a transverse fracture, spanning between the two epicondyles<br />Direct damage, or swelling can cause interference to the blood supply of the forearm from the brachial artery. The resulting ischaemia can cause Volkmann&rsquo;s ischaemic contracture &ndash; uncontrolled flexion of the hand, as flexor muscles become fibrotic and short. There also can be damage to the median, ulnar or radial nerves.</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Upper Limb, Anatomy- Upper limb"
"2944877","2017-11-06 05:28:17","1303410","2.7600","102","75","A","5","<p>Bones can be classified into five groups according to their shape: flat, short, long, irregular, and sesamoid bones.</p><p>&nbsp;</p><p>Where would you find short bones in the body?</p>","<p>Carpus and tarsus</p>","<p>Cranium</p>","<p>Pelvic girdle</p>","<p>Phalanges</p>","<p>Pelvic Mandible</p>","<p>Short bones are equal in length and width and are roughly cuboidal in shape. They are found only in the tarsus (ankle) and carpus (wrist).</p>","Anatomy PCS Unit 1, Osteology, Upper Limb, PCS 1 anatomy of upper limb, Upper limb anatomy"
"2944922","2017-11-06 05:48:52","1303410","2.6300","125","93","B","5","<p>Marfan's syndrome is an autosomal dominant disorder of the connective tissue. It affects the skin and its most serious complications involve the heart and aorta.</p><p>What element of connective tissues is compromised?</p>","<p>Collagen fibres</p>","<p>Elastic fibres</p>","<p>Fibroblasts</p><p>&nbsp;</p>","<p>Glycosaminoglycans of the ground substance</p>","<p>Reticular fibres</p>","<p>A defective gene for elastin is inherited in Marfan's syndrome.</p>","Histology, PCS 1, Microanatomy"
"2944955","2017-11-06 06:05:04","1303410","3.0000","147","96","C","5","<p>Pemphigus is a rare autoimmune disease marked by successive outbreaks of blisters on the skin, mouth and other mucous membranes.</p><p>It results from a loss of cohesion between keratinocytes. What causes this loss of cohesion?</p>","<p>Breakdown of cadherins results in the loss of adherens junctions</p><p>&nbsp;</p>","<p>Breakdown of cadherins results in the loss of anchoring junctions</p>","<p>Breakdown of cadherins results in the loss of desmosomes</p>","<p>Breakdown of cadherins results in the loss of hemidesmosomes</p><p>&nbsp;</p>","<p>Breakdown of intermediate filaments results in the loss of desmosomes</p>","<p>Breakdown of cadherins results in the loss of desmosomes. This leads to loss of cohesion between keratinocytes.</p><p>Although B is also correct, it is not as specific as answer C because desmosomes are a type of anchoring junction.</p>","Functions of different tissues, Histology, PCS 1, Microanatomy"
"2944994","2017-11-06 06:26:00","1303410","2.8400","127","79","B","5","<p>Cystic fibrosis is an autosomal recessive disorder, whereby mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene give rise to an absent or abnormal CFTR protein.</p><p>&nbsp;</p><p>In the absence of cystic fibrosis, what is the function of the CFTR protein?</p>","<p>Cl- channel in endocrine epithelia</p>","<p>Cl<sup>-</sup> channel in exocrine epithelia</p>","<p>Cl<sup>-</sup> channel in the respiratory system</p>","<p>Na+ channel in exocrine epithelia</p>","<p>Na+ channel in the respiratory system</p>","<p>The CFTR protein normally functions as a Cl<sup>-</sup> channel in exocrine epithelia.</p><p>&nbsp;</p><p>Therefore in cystic fibrosis, an absent or abnormal CFTR protein will lead to defective transport of Cl<sup>-&nbsp;</sup>across the apical membrane of (exocrine) epithelial cells.</p>","Functions of different tissues, PCS 1, Epithelia"
"2945233","2017-11-06 08:42:32","1705392","2.2400","123","79","B","4","<p>What is the most common site of sternal fracture?</p>","<p>Sternoclavicular joint</p>","<p>Manubristernal joint</p>","<p>Xiphisternal joint</p>","<p>Sternocostal joints</p>","","<p>Manubristernal joint.</p>","PCS 2 - Anatomy"
"2949599","2017-11-08 04:08:29","1707567","2.7200","99","68","A","5","<p>Belle, 93, is a keen tennis player, known as ""The Scourge of Cheadle Hulme"" at her local club.&nbsp;</p><p>Through repetitive strain, she has fractured her hook of hamate, diagnosed from an outpatient x-ray.&nbsp;</p><p>Which muscle attaches to the hook of hamate?</p>","<p>Flexor carpi ulnaris</p>","<p>Brachioradialis</p>","<p>Flexor digiti minimi</p>","<p>Flexor digitorum superficialis</p>","<p>Extensor carpi ulnaris</p>","","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Anatomy- Upper limb"
"2949616","2017-11-08 04:20:12","1707567","3.4700","150","94","C","5","<p>The image shows a post-operative x-ray following surgical fixation. Which bones are surgically attached in the image?</p><p><img src=""../images/view.php?file=246806"" alt=""no description"" /></p>","<p>Lunate to Triquetrum</p><p>Scaphoid to capitate</p>","<p>Lunate to pisiform</p><p>Scaphoid to trapezium</p>","<p>Lunate to Triquetrum&nbsp;</p><p>Two scaphoid fracture fragments</p>","<p>Triquetrum to pisiform</p><p>Two scaphoid fracture fragments</p><p>&nbsp;</p>","<p>Triquetrum to pisiform</p><p>Scaphoid to lunate</p>","<p>A - the capitate is the large carpal, on the distal row, and does not have any fixation through it</p><p>B - The trapezium is shown free of any fixation</p><p>C - Correct!</p><p>D - The pisiform is the small, round bone, which is superimposed over the Triquetrum</p><p>E - The fixation goes through the Triquetrum and lunate</p><p>&nbsp;</p><p>The fact that this is a post op image should indicate that a fracture would be visible!</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Anatomy- Upper limb"
"2951899","2017-11-09 01:24:10","1703577","3.4200","162","97","D","5","<p>Dan is hungry after a night out, so he goes to Chippy Alley for a greasy kebab. Colipase plays a part in the digestion of the fat - what is its role?</p>","<p>Cleaves glycerides to liberate fatty acids and glycerol</p>","<p>Cleaves fatty acids from phospholipids</p>","<p>Releases esterified glycerol</p>","<p>Binds to micelles to relieve lipase from inhibition by bile salts</p>","<p>Cleaves internal peptide bonds</p>","<p>A: This is the role of lipase</p><p>B: This is the role of phospholipase A2</p><p>C: This is the role of cholesterol esterase</p><p>D: Correct answer. Colipase isn't really an enzyme, but it makes enzyme action far more effective</p><p>E: Peptide bonds are not present in fats. Trypsin, chymotrypsin and elastase are responsible for cleaving internal peptide bonds, which will break down the doner meat</p>","Chemistry of Life, Digestion, Digestion and Absorption"
"2951904","2017-11-09 01:28:05","1703577","2.2800","116","81","A","5","<p>At rest, approximately how much 'gastric juice' is present in the stomach?</p>","<p>30ml</p>","<p>150ml</p>","<p>280ml</p>","<p>400ml</p>","<p>750ml</p>","","Digestion, Digestion and Absorption"
"2951919","2017-11-09 01:44:18","1703577","3.1000","169","102","A","5","<p>Letitia chokes on a piece of lobster at dinner in Taly Court. The foreign object travels through the trachea and enters the right bronchus. Why is blockage of the right bronchus more likely than the left?</p>","<p>The right bronchus is wider, shorter, and more vertical.</p>","<p>The left bronchus connects to the trachea inferiorly to the right bronchus.</p>","<p>The right bronchus has fewer cartilage rings than the left.</p>","<p>The right bronchus is 20% narrower than the left.</p>","<p>The right lung has 3 lobes; the left has only 2</p>","<p>A: Correct. This provides a direct line with the trachea, so foreign objects are more likely to enter the right bronchus.</p><p>B, C, D: All false.</p><p>E: True, but irrelevant.&nbsp;</p><p>&nbsp;</p><p>This question is derived from the question on page 35 of the pink anatomy booklet for Distribution, Defence and Repair.</p>","Thorax, anatomy, PCS 2 - Anatomy, Lungs"
"2951926","2017-11-09 01:52:12","1703577","2.9800","128","89","E","5","<p>Which heart valve sounds can be heard at sites in the second intercostal spaces?&nbsp;<img src=""http://accesspharmacy.mhmedical.com/data/interactiveguide/physexam/images/cardioauscultation.jpg"" alt=""heart sound sites"" width=""266"" height=""215"" /></p>","<p>Aortic and tricuspid valves</p>","<p>Tricuspid and mitral valves</p>","<p>Erb's point</p>","<p>Pulmonic and mitral valves</p>","<p>Aortic and pulmonic valves</p>","<p>The aortic valve can be heard in the second right intercostal space (ICS) along the right sternal border. The pulmonic valve can be heard in the second left ICS along the left sternal border. Note that these are the patient's rights and lefts.&nbsp;</p>","Cardiodynamics, Heart"
"2951950","2017-11-09 02:11:31","1703577","2.9500","127","88","B","5","<p><img src=""../images/view.php?file=246971"" alt=""locations for auscultation"" />What is the correct order of auscultation sites (heart valve sounds) from 1-5?</p>","<p>Aortic, Erb's Point, Tricuspid, Pulmonic, Mitral</p>","<p>Aortic, Pulmonic, Erb's Point, Tricuspid, Mitral</p>","<p>Pulmonic, Aortic, Erb's Point, Mitral, Tricuspid</p>","<p>Mitral, Tricuspid, Aortic, Pulmonic, Erb's Point</p>","<p>Pulmonic, Aortic, Erb's Point, Tricuspid, Mitral</p>","<p>B is correct. Erb's point is a point on the third left intercostal space at the left sternal border, at which the S1 and S2 (lub-dub) can both be heard. Tricuspid and Mitral form S1; Aortic and Pulmonic form S2.</p><p>&nbsp;</p><p>The heart sounds form the acronym APETM from 1-5.&nbsp;</p>","Heart, Cardiodynamics"
"2952829","2017-11-09 09:09:27","1701977","2.5100","142","98","B","5","<p>89 year old, Mrs Breakie comes to her GP with a broken scaphoid after a FOOSH. She has broken several bones in the last two years. Which of the following is the most likely cause of her brittle bones?</p>","<p>Her bones contain osteoclasts.</p>","<p>Her favourite food is liver pate, which she has eaten a couple of times a week for years.</p>","<p>Mrs Breakie used to run marathons and play competitive tennis.&nbsp;</p>","<p>She drinks orange juice for breakfast every day.</p>","<p>She likes to spend time outside in her garden, especially between March and September.</p>","<p>A. It is normal for bone tissue to contain osteoclasts. They are vital for maintaining and repairing bones.</p><p><strong>B. Liver pate is a particularly rich source of vitamin A. Consuming more than an average of 1.5 mg a day of vitamin A over many years makes bones more likely to fracture when you're older. Therefore it is recommended that you don't eat liver pate more than once a week to avoid getting too much vitamin A!</strong></p><p>C.Exercise causes osteoblasts to increase bone density in response to the stress and tension placed on the bones.</p><p>D. Orange juice is a good source of vitamin C which suppresses osteoclasts and stimulates the production of osteoblasts, promoting constant bone renewal and preventing fractures.&nbsp;</p><p>E. Spending time outside increases exposure to sunlight therefore ensuring she receives plenty of vitamin D which aids in the absorption of calcium which increases bone strength.&nbsp;</p>","Osteology, Histology, Digestion, PCS 2, Digestion and Absorption"
"2955001","2017-11-10 00:54:07","1303410","2.9000","126","88","C","5","<p>Nicotinamide adenine dinucleotide is made from which crucial vitamin in our diet?</p>","<p>B1</p>","<p>B2</p>","<p>B3</p>","<p>B7</p>","<p>B12</p>","<p>The main function of NAD is electron transfer. NAD can form NAD+ or NADH</p><p>1) NAD+ is an oxidising agent and so accepts electrons from other molecules</p><p>2) NADH is a reducing agent which donates electrons from other molecules</p><p>&nbsp;</p><p>NAD is made from a crucial vitamin in our diet - vitamin B3.</p>","Biochemistry, PCS 1, Chemistry of Life"
"2955489","2017-11-10 04:09:08","1701977","2.8300","130","88","A","5","<p>Robyn cuts her hand while chopping vegetables using a new knife. She doesn't visit her GP for two days and it turns red, hot and tender. The wound is irrigated, swabbed, cleaned using saline solution and covered with a non-adherent dressing. The GP prescribes her a course of co-amoxiclav. Why does this drug cure the infection?</p>","<p>Co-amoxiclav disrupts cell wall regeneration in Gram-positive bacteria.</p>","<p>It disrupts the membrane of Gram-negative bacteria.</p>","<p>It prevents folate synthesis.</p>","<p>Protein synthesis is prevented because the drug binds to the 50s subunit of bacterial rRNA complexes.</p>","<p>RNA polymerase is inhibited.</p>","<p><strong>A - Co-amoxiclav is a type of penicillin.</strong> https://en.wikipedia.org/wiki/Amoxicillin/clavulanic_acid</p><p>&nbsp;</p><p>B - Polymyxins are an maple of cell membrane disrupters&nbsp;</p><p>C - Sulfonamides and trimethoprim inhibit folate synthesis&nbsp;</p><p>D - This applies to erythromycin, the dug that could be prescribed along with metronidazole if Robyn is allergic to penicillin.</p><p>E - Rifamycins inhibit RNA polymerase. &nbsp;</p>","Infectious Disease, clinical skills, PCS 2"
"2955535","2017-11-10 04:31:59","1701977","2.4200","113","79","D","5","<p>Enterobiais is most likely to occur in children at school, people living in care homes or prisons and people caring for those affected. What type of pathogen is Enterobius vermicularis?</p>","<p>Fungus&nbsp;</p>","<p>Gram-positive bacteria&nbsp;</p>","<p>Prion&nbsp;</p>","<p>Helminths&nbsp;</p>","<p>Virus&nbsp;</p>","<p>Enterobiasis, also known as pinworm infection, is a human parasitic disease cause by the pinworm/threadworm. The mot common symptom is itching in the anal area, mainly at night when female pinworms migrate to lay eggs around the anus. However, a third of people infected are totally asymptomatic. It is treated with medication and is spread by people injecting eggs via infected hands or food.</p><p>&nbsp;</p><p>Helminths, commonly called parasitic or intestinal worms, are large multicellular organisms which, when mature, can be seen with he naked eye.</p>","Infectious Disease, PCS 2"
"2955634","2017-11-10 05:12:07","1701977","2.7700","144","84","C","5","<p>Which of the following is a description of external respiration.&nbsp;</p>","<p>Mechanical means are used to replace spontaneous breathing&nbsp;</p>","<p>Mitochondria oxidise carbohydrates and fatty acids to generate ATP</p>","<p>Oxygen needed for energy metabolism is derived from the atmosphere and carbon dioxide is eliminated&nbsp;</p>","<p>Oxygen needed for energy metabolism is derived from inhaled air&nbsp;</p>","<p>The release of energy from food</p>","<p>A- this describes mechanical or artificial ventilation&nbsp;</p><p>B- describes internal/cellular respiration&nbsp;</p><p><strong>C - correct&nbsp;</strong></p><p>D - partly describes external respiration but excludes the elimination of carbon dioxide&nbsp;</p><p>E - describes internal/cellular respiration crudely&nbsp;</p>","PCS 2, Lungs, Respiration, Respiratory system, Respiratory physiology"
"2955771","2017-11-10 06:04:57","1701679","3.2100","153","94","A","5","<p>Frank Davis presents at A&amp;E with anterior dislocation of the glenohumeral joint after a failed attempt impressing the ladies with his 'famous frankster handstands'. After some 'pain induced' delirious talk about his inability to play in the medic football team, Frank explains he is experiencing numbness of the affected shoulder and cannot abduct the arm above 20 degrees. What nerve is affected?</p>","<p>Axillary Nerve&nbsp;</p>","<p>4th rib</p>","<p>Musculocutaneous nerve</p>","<p>Median nerve</p>","<p>Radial nerve</p>","<p>The axillary nerve innervates the deltoid muscle, which is responsible for abduction of the arm. Anterior shoulder dislocation can often cause damage to this nerve.</p>","Anatomy PCS Unit 1, Anatomy of Upper limb PCS Unit 1, Anatomy of the upper limb, Anatomy- Upper limb, PCS 1"
"2955775","2017-11-10 06:06:10","1705120","2.8800","99","67","C","5","<p>Miss Sarwar goes to A and E presenting with general flu-like symptoms (high temperature, fatigue, sickness) including moderate joint pain. Miss Sarwar informs the doctor that she recently returned from a volunteering project North West Africa involving health education and inoculations. A liver function test shows elevated levels of bilirubin and a blood serum test showed elevated levels of Interleukin-8 (IL-8).</p><p>&nbsp;</p><p>What is the most likely cause of Miss Sarwar's symptoms?</p><p>[SBA]</p>","<p>Hepatitis A</p>","<p>Osteoarthritis&nbsp;</p>","<p>Hepatitis C&nbsp;</p>","<p>Rheumatoid arthritis&nbsp;</p>","<p>Influenza&nbsp;</p>","<p><strong>SBA - C</strong></p><p>&nbsp;</p><p>Hepatitis C virus (HCV) is a major cause Liver disease worldwide and&nbsp;HCV NS5A protein produced during viral replication causes increased expression of proinflammatory chemokine Interleukin-8 (IL-8). IL-8 is associated with joint pain in elevated quantities and is also a symptom of HCV infection. Liver inflammation is also caused by HCV infection and elevated Bilirubin levels are indicative of liver damage due to its role in Bilirubin metabolism.&nbsp;</p><p>&nbsp;</p><p>North-East Africa has high incidence of HCV infections and is spread via infected blood, therefore it is a possibility that Miss Sarwar acquired the infection due to sharps scratch injury.&nbsp;</p>","Infectious Disease, Joints"
"2955853","2017-11-10 06:47:20","1701977","2.1000","136","89","D","5","<p>The respiratory airways consist of the alveolar ducts which lead to alveolar sacs consisting of two or three alveoli. some gas exchange occurs in the respiratory bronchioles. What is the total area for gas exchange in an adult?</p>","<p>67.8 cm<sup>2</sup>, cover of a small notebook&nbsp;</p>","<p>0.2 m<sup>2</sup>, two pages of newspaper</p>","<p>13.0 m<sup>2</sup>, average student room</p>","<p>70 m<sup>2</sup>, an apartment&nbsp;</p>","<p>250 m<sup>2</sup>, a tennis court&nbsp;</p>","<p>A- the trachea, 1.8cm in diameter, 12cm long&nbsp;</p><p>B- the brain&nbsp;</p><p>C</p><p>D- total gas exchange surface of about 60-80m<sup>2</sup> in adults&nbsp;</p><p>E- intestines</p><p>These are quite rough values as exact values vary between people at different ages.</p>","Respiratory physiology, Respiratory system, Thorax, anatomy, Lungs"
